卫视,#genre#
tvgid= 广西卫视 tvgname= 广西卫视 tvglogo= https://epg.v1.mk/logo/广西卫视.png grouptitle= 卫视,http://ott.mobaibox.com/PLTV/4/224/3221227609/index.m3u8#http://ott.mobaibox.com/PLTV/4/224/3221228183/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228183/index.m3u8
tvgid= 康巴卫视 tvgname= 康巴卫视 tvglogo= https://epg.v1.mk/logo/康巴卫视.png grouptitle= 卫视,http://ott.mobaibox.com/PLTV/4/224/3221227008/index.m3u8
tvgid= 延边卫视 tvgname= 延边卫视 tvglogo= https://epg.v1.mk/logo/延边卫视.png grouptitle= 卫视,http://ott.mobaibox.com/PLTV/4/224/3221227590/index.m3u8
tvgid= 新疆卫视 tvgname= 新疆卫视 tvglogo= https://epg.v1.mk/logo/新疆卫视.png grouptitle= 卫视,http://ott.mobaibox.com/PLTV/4/224/3221225844/index.m3u8#http://ott.mobaibox.com/PLTV/4/224/3221228290/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228290/index.m3u8
tvgid= 深圳卫视 tvgname= 深圳卫视 tvglogo= https://epg.v1.mk/logo/深圳卫视.png grouptitle= 卫视,http://ott.mobaibox.com/PLTV/4/224/3221228236/index.m3u8#http://ott.mobaibox.com/PLTV/4/224/3221227695/index.m3u8#http://ott.mobaibox.com/PLTV/4/224/3221227677/index.m3u8#http://ott.mobaibox.com/PLTV/4/224/3221227217/index.m3u8#http://ott.mobaibox.com/PLTV/4/224/3221227442/index.m3u8#http://ott.mobaibox.com/PLTV/4/224/3221227307/index.m3u8#http://ott.mobaibox.com/PLTV/4/224/3221227624/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227307/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227624/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227677/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227217/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227442/index.m3u8
tvgid= 西藏卫视 tvgname= 西藏卫视 tvglogo= https://epg.v1.mk/logo/西藏卫视.png grouptitle= 卫视,http://ott.mobaibox.com/PLTV/4/224/3221227562/index.m3u8
三沙卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=ssws$LR•4•IPV4『线路2』#http://38.75.136.137:98/gslb/dsdqpub/ssws.m3u8?auth=testpub$LR•4•IPV4『线路4』#https://iptv.catvod.com/live.php?id=%E4%B8%89%E6%B2%99%E5%8D%AB%E8%A7%86&line=2#https://iptv.catvod.com/live.php?id=%E4%B8%89%E6%B2%99%E5%8D%AB%E8%A7%86&line=3#https://iptv.catvod.com/live.php?id=%E4%B8%89%E6%B2%99%E5%8D%AB%E8%A7%86#https://iptv.catvod.com/live.php?id=%E4%B8%89%E6%B2%99%E5%8D%AB%E8%A7%86&line=1#http://63.141.230.178:82/gslb/zbdq5.m3u8?id=ssws#http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/ssws/50/20251127/index.m3u8?msisdn=20260913020310e14a4ecbb910454c845ecb916f870c7c&mdspid=&spid=600697&netType=0&sid=5910022307&pid=2028597139&timestamp=20260913020310&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=961023778&ParentNodeID=-99&assertID=5910022307&client_ip=171.8.79.254&SecurityKey=20260913020310&promotionId=&mvid=5900006777&mcid=500020&playurlVersion=ZQ-A1-9.9.1-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=38c43bf7efa0a60824287df588f8867c#http://38.75.136.137:98/gslb/dsdqpub/ssws.m3u8?auth=testpub#http://mg.cttv.vip/961023778#http://chen.ccwu.cc:1234/961023778#http://2280.eu.org:1234/961023778#http://107.150.60.122/live/ssws.m3u8#http://198.204.228.26/live/ssws.m3u8#http://bztv.tvbus.cc:8081/cdnlive/ssws.m3u8#http://nn.7x9d.cn/地方台8563/海南.php?id=ssws#http://139.196.214.238/rtp/239.45.1.82:5140#http://139.196.151.191:2051/rtp/239.45.1.82:5140#http://120.48.113.49:6006/961023778#http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/ssws/50/20251127/index.m3u8?msisdn=20260912220310a4c3e86610984468a2407ad091f4402f&mdspid=&spid=600697&netType=0&sid=5910022307&pid=2028597139&timestamp=20260912220310&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=961023778&ParentNodeID=-99&assertID=5910022307&client_ip=171.8.79.254&SecurityKey=20260912220310&promotionId=&mvid=5900006777&mcid=500020&playurlVersion=ZQ-A1-9.9.1-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=c53e80a3d10754bf889a4ec2864567a0#http://183.236.43.98:4013/udp/239.253.43.113:5146
东南卫视,http://120.76.248.139/live/bfgd/4200000483.m3u8$LR•7•IPV4『线路2』#http://125.42.148.178:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$LR•7•IPV4『线路3』#http://63.141.230.178:82/gslb/zbdq5.m3u8?id=dnwshd$LR•7•IPV4『线路4』#http://38.75.136.137:98/gslb/dsdqpub/dnwshd.m3u8?auth=testpub$LR•7•IPV4『线路6』#http://125.42.148.178:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0#http://live.zohi.tv/video/s10001-fztv-3/index.m3u8#http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/dongnanws/50/20230724/index.m3u8?msisdn=20260913020309c8f1c7de50724efc9f9d5fbc2908430e&mdspid=&spid=600717&netType=0&sid=5910022182&pid=2028597139&timestamp=20260913020309&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=849116810&ParentNodeID=-99&assertID=5910022182&client_ip=171.8.79.254&SecurityKey=20260913020309&promotionId=&mvid=5900006229&mcid=500020&playurlVersion=ZQ-A1-9.9.1-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=f6613858409c3b962f6c13eff89ae1c9#http://107.150.60.122/live/dnwshd.m3u8#http://38.75.136.137:98/gslb/dsdqpub/dnwshd.m3u8?auth=testpub#http://38.75.136.137:98/gslb/dsdqca/dnwshd.m3u8?auth=test20251009#http://chen.ccwu.cc:1234/849116810#http://2280.eu.org:1234/849116810#http://bztv.tvbus.cc:8081/cdnlive/dnws.m3u8#http://112.30.73.119:9901/tsfile/live/1041_1.m3u8?key=txiptv&playlive=0&authid=0#http://by4.nty.tv189.cn/live/tm-dxdnws-4000k.m3u8#http://183.250.156.180:9999/newlive/live/hls/20/live.m3u8#http://ott.mobaibox.com/PLTV/4/224/3221225816/index.m3u8#http://8.138.7.223/tv/fjtv1.php?id=dnws#http://63.141.230.178:82/gslb/zbdq5.m3u8?id=dnwshd#http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/dongnanws/50/20230724/index.m3u8?msisdn=20260912220309d1eb51be4b8b42a8b4db0e07d4ed4cb5&mdspid=&spid=600717&netType=0&sid=5910022182&pid=2028597139&timestamp=20260912220309&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=849116810&ParentNodeID=-99&assertID=5910022182&client_ip=171.8.79.254&SecurityKey=20260912220309&promotionId=&mvid=5900006229&mcid=500020&playurlVersion=ZQ-A1-9.9.1-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=6bde69243f84800fcadd0516edaf43d2#https://iptv.catvod.com/live.php?id=%E4%B8%9C%E5%8D%97%E5%8D%AB%E8%A7%86&line=1#https://iptv.catvod.com/live.php?id=%E4%B8%9C%E5%8D%97%E5%8D%AB%E8%A7%86&line=4#https://iptv.catvod.com/live.php?id=%E4%B8%9C%E5%8D%97%E5%8D%AB%E8%A7%86&line=3#https://iptv.catvod.com/live.php?id=%E4%B8%9C%E5%8D%97%E5%8D%AB%E8%A7%86&line=2#http://58.57.40.22:9901/tsfile/live/1037_1.m3u8#http://61.136.172.236:9901/tsfile/live/0137_1.m3u8#http://183.220.107.138:4022/rtp/239.11.0.41:5140#http://183.236.43.98:4013/udp/239.77.1.104:5146#http://livenico.sheng17.site/php/aikan.php?id=dnws&/PLTV/hls.smil.m3u8#http://drive.mxmy.net:8888/udp/239.3.1.156:8148#http://8.138.7.223/tv/fjtv.php?id=5#http://gfr.x3322.net:9901/tsfile/live/1099_1.m3u8#http://61.136.172.236:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0#https://live1-fuyun.fjtv.net/dnpd/hd/live.m3u8?_upt=cfd2e5a11771590409#http://153.0.171.163:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0#https://live1-fuyun.fjtv.net/dnpd/hd/live.m3u8?_upt=2e4944bf1771419146
东方卫视,http://125.42.148.178:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0$LR•11•IPV4『线路7』#http://38.75.136.137:98/gslb/dsdqbv/dfwshd.m3u8?auth=test20251009$LR•11•IPV4『线路8』#http://38.75.136.137:98/gslb/dsdqpub/dfwshd.m3u8?auth=testpub$LR•11•IPV4『线路9』#http://63.141.230.178:82/gslb/zbdq5.m3u8?id=dfwshd$LR•11•IPV4『线路10』#http://125.42.148.178:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0#http://63.141.230.178:82/gslb/zbdq5.m3u8?id=dfwshd#http://bp-resource-dfl.bestv.cn/155/3/video.m3u8#https://txmov2.a.kwimgs.com/bs3/video-hls/5219953535631090825_hlsb.m3u8#http://hlsztemgsplive.miguvideo.com:8080/wd_r4/dfl/dongfangwshd/600/index.m3u8?msisdn=20260913020308d886975afe38411baf9dd048de67b179&mdspid=&spid=600697&netType=0&sid=5910022185&pid=2028597139&timestamp=20260913020308&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=651632648&ParentNodeID=-99&assertID=5910022185&client_ip=171.8.79.254&SecurityKey=20260913020308&promotionId=&mvid=5100043384&mcid=500020&playurlVersion=ZQ-A1-9.9.1-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=2819812fef38601b960fa279db5db876#http://38.75.136.137:98/gslb/dsdqpub/dfwshd.m3u8?auth=testpub#http://38.75.136.137:98/gslb/dsdqbv/dfwshd.m3u8?auth=test20251009#http://38.75.136.137:98/gslb/dsdqca/dfwshd.m3u8?auth=test20251009#http://mg.cttv.vip/651632648#http://chen.ccwu.cc:1234/651632648#http://2280.eu.org:1234/651632648#http://bztv.tvbus.cc:8081/cdnlive/dfws.m3u8#http://173.208.212.130:8181/720p/dfws.m3u8#http://112.30.73.119:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=0&authid=0#http://by4.nty.tv189.cn/live/tm-xpdfws-4000k.m3u8#http://183.250.156.180:9999/newlive/live/hls/29/live.m3u8#http://ott.mobaibox.com/PLTV/4/224/3221227208/index.m3u8#http://45.192.97.170:8880/play/26.m3u8#http://bp-resource-dfl.bestv.cn/151/3/video.m3u8#http://120.48.113.49:6006/651632648#http://hlsztemgsplive.miguvideo.com:8080/wd_r4/dfl/dongfangwshd/600/index.m3u8?msisdn=20260912220308fd77d5f1984d405a987c866966dea915&mdspid=&spid=600697&netType=0&sid=5910022185&pid=2028597139&timestamp=20260912220308&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=651632648&ParentNodeID=-99&assertID=5910022185&client_ip=171.8.79.254&SecurityKey=20260912220308&promotionId=&mvid=5100043384&mcid=500020&playurlVersion=ZQ-A1-9.9.1-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=3167c6a60391b002e94130e120729cfb#https://iptv.catvod.com/live.php?id=%E4%B8%9C%E6%96%B9%E5%8D%AB%E8%A7%86&line=6#https://iptv.catvod.com/live.php?id=%E4%B8%9C%E6%96%B9%E5%8D%AB%E8%A7%86&line=1#http://58.57.40.22:9901/tsfile/live/1030_1.m3u8#http://183.11.239.36:808/hls/114/index.m3u8#http://hmfs.f3322.net:3388/hls/24/index.m3u8#http://183.220.107.138:4022/rtp/239.11.0.68:5140#http://183.236.43.98:4013/udp/239.77.1.218:5146#http://74.91.26.218:82/live/dfwshd.m3u8#http://drive.mxmy.net:8888/udp/239.3.1.136:8032#http://218.13.170.98:9901/tsfile/live/1010_1.m3u8#http://113.15.109.216:59901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0#http://223.105.252.8/PLTV/4/224/3221228150/index.m3u8#http://153.0.171.163:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://123.130.84.106:8154/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0$LR•7•IPV4『线路2』#http://63.141.230.178:82/gslb/zbdq5.m3u8?id=ynwshd$LR•7•IPV4『线路3』#http://120.76.248.139/live/bfgd/4200000482.m3u8$LR•7•IPV4『线路6』#http://123.130.84.106:8154/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0#http://genglei.8866.org:9901/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0#http://bztv.tvbus.cc:8081/cdnlive/ynws.m3u8#http://ott.mobaibox.com/PLTV/4/224/3221228169/index.m3u8#http://63.141.230.178:82/gslb/zbdq5.m3u8?id=ynwshd#https://iptv.catvod.com/live.php?id=%E4%BA%91%E5%8D%97%E5%8D%AB%E8%A7%86&line=1#https://iptv.catvod.com/live.php?id=%E4%BA%91%E5%8D%97%E5%8D%AB%E8%A7%86#https://iptv.catvod.com/live.php?id=%E4%BA%91%E5%8D%97%E5%8D%AB%E8%A7%86&line=2#https://iptv.catvod.com/live.php?id=%E4%BA%91%E5%8D%97%E5%8D%AB%E8%A7%86&line=3#http://58.57.40.22:9901/tsfile/live/1047_1.m3u8#http://183.11.239.36:808/hls/52/index.m3u8#http://183.220.107.138:4022/rtp/239.11.0.52:5140#http://183.236.43.98:4013/udp/239.253.43.37:5146#http://dd.ddzb.fun/php/migu.php?id=ynws#http://182.150.23.74:808/hls/29/index.m3u8#http://153.0.171.163:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://genglei.8866.org:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0#http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/btws/50/20250804/index.m3u8?msisdn=202609130203105c5d5918b530477c9ed45fae79f681fe&mdspid=&spid=600697&netType=0&sid=5910022192&pid=2028597139&timestamp=20260913020310&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=956923145&ParentNodeID=-99&assertID=5910022192&client_ip=171.8.79.254&SecurityKey=20260913020310&promotionId=&mvid=5900006716&mcid=500020&playurlVersion=ZQ-A1-9.9.1-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=fda30aa89b8368e6c16fa904f691ec7b#http://38.75.136.137:98/gslb/dsdqpub/btws.m3u8?auth=testpub#http://mg.cttv.vip/956923145#http://chen.ccwu.cc:1234/956923145#http://2280.eu.org:1234/956923145#http://107.150.60.122/live/btws.m3u8#http://192.151.150.154/live/btws.m3u8#http://198.204.228.26/live/btws.m3u8#http://bztv.tvbus.cc:8081/cdnlive/btws.m3u8#http://112.30.73.119:9901/tsfile/live/1061_1.m3u8?key=txiptv&playlive=0&authid=0#http://by4.nty.tv189.cn/live/tm-ysbtws-4000k.m3u8#http://ott.mobaibox.com/PLTV/4/224/3221227025/index.m3u8#http://45.192.97.170:8880/play/36.m3u8#http://120.48.113.49:6006/956923145#http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/btws/50/20250804/index.m3u8?msisdn=20260912220310c245945bd057441f93fc4137d0cd03e4&mdspid=&spid=600697&netType=0&sid=5910022192&pid=2028597139&timestamp=20260912220310&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=956923145&ParentNodeID=-99&assertID=5910022192&client_ip=171.8.79.254&SecurityKey=20260912220310&promotionId=&mvid=5900006716&mcid=500020&playurlVersion=ZQ-A1-9.9.1-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=f147366bb9ed3e214eb6ed49e42a43ef#http://183.11.239.36:808/hls/7/index.m3u8#http://120.76.248.139/live/bfgd/4200000124.m3u8#http://218.13.170.98:9901/tsfile/live/0115_1.m3u8#http://183.220.107.138:4022/rtp/239.11.0.204:5140#http://tv.sohu.blog/d/fjbst.php?id=215
内蒙古卫视,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8$LR•7•IPV4『线路2』#https://live.264788.xyz/channel/neimengguweishi?streamid=81a015dbecf3031d7d847b7a9b059f67&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$LR•7•IPV4『线路4』#https://live.264788.xyz/channel/neimengguweishi?streamid=3e7340acf8869ac1c7dad1bb836dcd35&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$LR•7•IPV4『线路5』#http://63.141.230.178:82/gslb/zbdq5.m3u8?id=nmgws$LR•7•IPV4『线路6』#http://play1-qk.nmtv.cn/live/1769652018126032.m3u8#http://63.141.230.178:82/gslb/zbdq5.m3u8?id=nmgws#http://38.75.136.137:98/gslb/dsdqpub/nmgws.m3u8?auth=testpub#http://107.150.60.122/live/nmgws.m3u8#http://192.151.150.154/live/nmgws.m3u8#http://198.204.228.26/live/nmgws.m3u8#http://bztv.tvbus.cc:8081/cdnlive/nmgws.m3u8#http://ott.mobaibox.com/PLTV/4/224/3221227557/index.m3u8#http://120.76.248.139/live/bfgd/4200000110.m3u8#https://live.264788.xyz/channel/neimengguweishi?streamid=81a015dbecf3031d7d847b7a9b059f67&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk#https://live.264788.xyz/channel/neimengguweishi?streamid=3e7340acf8869ac1c7dad1bb836dcd35&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk#http://satellitepull.cnr.cn/live/wx32nmgws/playlist.m3u8#https://live.264788.xyz/channel/neimengguweishi?streamid=3e7340acf8869ac1c7dad1bb836dcd35&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$LR•7•IPV4『线路4』#https://live.264788.xyz/channel/neimengguweishi?streamid=81a015dbecf3031d7d847b7a9b059f67&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$LR•7•IPV4『线路5』#https://iptv.catvod.com/live.php?id=%E5%86%85%E8%92%99%E5%8F%A4%E5%8D%AB%E8%A7%86&line=3#https://iptv.catvod.com/live.php?id=%E5%86%85%E8%92%99%E5%8F%A4%E5%8D%AB%E8%A7%86#https://iptv.catvod.com/live.php?id=%E5%86%85%E8%92%99%E5%8F%A4%E5%8D%AB%E8%A7%86&line=2#https://iptv.catvod.com/live.php?id=%E5%86%85%E8%92%99%E5%8F%A4%E5%8D%AB%E8%A7%86&line=1#http://183.11.239.36:808/hls/60/index.m3u8#http://182.150.23.74:808/hls/37/index.m3u8#http://cssbyd.imwork.net:8082/hls/44/index.m3u8#https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8$LR•IPV4『线路27』#http://183.220.107.138:4022/rtp/239.11.0.33:5140#http://222.134.245.16:9901/tsfile/live/0109_1.m3u8#http://genglei.8866.org:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
农林卫视,http://ott.mobaibox.com/PLTV/4/224/3221227648/index.m3u8#http://120.76.248.139/live/bfgd/4200000122.m3u8#http://45.192.97.170:8880/play/35.m3u8#http://8.138.7.223/%E3%80%90%E5%85%AC%E4%BC%97%E5%8F%B7%EF%BC%9A%E6%A6%B4%E8%8A%92%E7%94%B5%E8%A7%86%E3%80%91/%E5%86%9C%E6%9E%97%E5%8D%AB%E8%A7%86.m3u8
北京卫视,http://125.42.148.178:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$LR•7•IPV4『线路2』#http://63.141.230.178:82/gslb/zbdq5.m3u8?id=bjwshd$LR•7•IPV4『线路3』#http://38.75.136.137:98/gslb/dsdqbv/bjwshd.m3u8?auth=test20251009$LR•7•IPV4『线路5』#http://120.76.248.139/live/bfgd/4200000083.m3u8$LR•7•IPV4『线路7』#http://38.75.136.137:98/gslb/dsdqpub/bjwshd.m3u8?auth=testpub#http://38.75.136.137:98/gslb/dsdqbv/bjwshd.m3u8?auth=test20251009#http://183.11.239.36:808/hls/41/index.m3u8#http://107.150.60.122/live/bjwshd.m3u8#http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/bjws/50/20251127/index.m3u8?msisdn=20260913020106296e6c868ae3481f9348ec9ddeab3854&mdspid=&spid=600697&netType=0&sid=5910022306&pid=2028597139&timestamp=20260913020106&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=630287636&ParentNodeID=-99&assertID=5910022306&client_ip=171.8.79.254&SecurityKey=20260913020106&promotionId=&mvid=5101042960&mcid=500020&playurlVersion=ZQ-A1-9.9.1-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=d73e6c5d8187bf7d6dc39419f0e93cc5#http://38.75.136.137:98/gslb/dsdqca/bjwshd.m3u8?auth=test20251009#http://mg.cttv.vip/630287636#http://chen.ccwu.cc:1234/630287636#http://2280.eu.org:1234/630287636#http://bztv.tvbus.cc:8081/cdnlive/bjws.m3u8#http://173.208.212.130:8181/720p/bjws.m3u8#http://112.30.73.119:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=0&authid=0#http://ott.mobaibox.com/PLTV/4/224/3221227246/index.m3u8#http://63.141.230.178:82/gslb/zbdq5.m3u8?id=bjwshd#http://104.152.209.49:8181/720p/bjws.m3u8#http://45.192.97.170:8880/play/29.m3u8#http://120.48.113.49:6006/630287636#http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/bjws/50/20251127/index.m3u8?msisdn=202609122201127146efeacf4f4b459e34a97b493ad5a6&mdspid=&spid=600697&netType=0&sid=5910022306&pid=2028597139&timestamp=20260912220112&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=630287636&ParentNodeID=-99&assertID=5910022306&client_ip=171.8.79.254&SecurityKey=20260912220112&promotionId=&mvid=5101042960&mcid=500020&playurlVersion=ZQ-A1-9.9.1-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=b66e74becb57eac665ab51caef79e6b7#http://satellitepull.cnr.cn/live/wxbtv/playlist.m3u8#https://iptv.catvod.com/live.php?id=%E5%8C%97%E4%BA%AC%E5%8D%AB%E8%A7%86#http://58.57.40.22:9901/tsfile/live/1032_1.m3u8#http://183.220.107.138:4022/rtp/239.11.0.121:5140#http://183.236.43.98:4013/udp/239.77.1.4:5146#http://183.236.43.98:4013/udp/239.77.1.151:5146#http://61.136.172.236:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0#http://112.123.243.37:50085/tsfile/live/0127_1.m3u8#http://153.0.171.163:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
南方卫视,http://74.91.26.218:82/live/nfws.m3u8
